thisDate,branch name,new files,existing files,Total files
3/11/2022,CHEGUTU,1,0,1
3/13/2022,CHEGUTU,1,0,1
3/14/2022,CHEGUTU,1,1,2
3/18/2022,CHEGUTU,1,0,1
3/19/2022,CHEGUTU,1,1,2
3/23/2022,CHEGUTU,2,0,2
3/26/2022,CHEGUTU,1,0,1
3/30/2022,CHEGUTU,1,0,1
4/2/2022,CHEGUTU,1,0,1
4/7/2022,CHEGUTU,3,0,3
4/8/2022,CHEGUTU,2,3,5
4/11/2022,CHEGUTU,1,0,1
4/13/2022,CHEGUTU,2,0,2
4/15/2022,CHEGUTU,1,0,1
4/18/2022,CHEGUTU,1,0,1
4/19/2022,CHEGUTU,1,1,2
4/20/2022,CHEGUTU,1,1,2
4/29/2022,CHEGUTU,1,0,1
5/3/2022,CHEGUTU,1,0,1
5/7/2022,CHEGUTU,1,0,1
5/13/2022,CHEGUTU,1,0,1
5/14/2022,CHEGUTU,1,1,2
5/17/2022,CHEGUTU,1,0,1
5/21/2022,CHEGUTU,1,0,1
5/22/2022,CHEGUTU,1,1,2
5/23/2022,CHEGUTU,1,1,2
5/26/2022,CHEGUTU,1,0,1
5/29/2022,CHEGUTU,2,0,2
5/30/2022,CHEGUTU,2,1,3
6/1/2022,CHEGUTU,1,0,1
6/2/2022,CHEGUTU,1,1,2
6/3/2022,CHEGUTU,2,0,2
6/4/2022,CHEGUTU,3,2,5
6/10/2022,CHEGUTU,1,0,1
6/11/2022,CHEGUTU,1,1,2
6/12/2022,CHEGUTU,3,2,5
6/13/2022,CHEGUTU,1,3,4
6/17/2022,CHEGUTU,1,0,1
6/18/2022,CHEGUTU,3,1,4
6/21/2022,CHEGUTU,1,0,1
6/23/2022,CHEGUTU,1,0,1
6/24/2022,CHEGUTU,2,1,3
6/27/2022,CHEGUTU,2,0,2
6/30/2022,CHEGUTU,1,0,1
7/2/2022,CHEGUTU,2,1,3
7/10/2022,CHEGUTU,1,0,1
7/13/2022,CHEGUTU,1,0,1
7/17/2022,CHEGUTU,2,0,2
7/18/2022,CHEGUTU,1,2,3
7/19/2022,CHEGUTU,2,1,3
7/20/2022,CHEGUTU,1,2,3
7/22/2022,CHEGUTU,1,0,1
7/25/2022,CHEGUTU,1,0,1
7/27/2022,CHEGUTU,1,0,1
7/31/2022,CHEGUTU,2,0,2
8/2/2022,CHEGUTU,1,0,1
8/7/2022,CHEGUTU,1,0,1
8/8/2022,CHEGUTU,1,0,1
8/13/2022,CHEGUTU,1,0,1
8/14/2022,CHEGUTU,1,1,2
8/15/2022,CHEGUTU,1,1,2
8/22/2022,CHEGUTU,2,0,2
8/25/2022,CHEGUTU,1,0,1
8/26/2022,CHEGUTU,1,1,2
8/30/2022,CHEGUTU,1,0,1
9/2/2022,CHEGUTU,1,0,1
9/4/2022,CHEGUTU,1,0,1
9/6/2022,CHEGUTU,1,0,1
9/8/2022,CHEGUTU,1,0,1
9/11/2022,CHEGUTU,3,0,3
9/15/2022,CHEGUTU,1,0,1
9/17/2022,CHEGUTU,1,0,1
9/20/2022,CHEGUTU,1,0,1
9/21/2022,CHEGUTU,1,1,2
9/22/2022,CHEGUTU,1,1,2
9/24/2022,CHEGUTU,2,0,2
9/25/2022,CHEGUTU,1,2,3
10/5/2022,CHEGUTU,1,0,1
10/7/2022,CHEGUTU,2,0,2
10/14/2022,CHEGUTU,1,0,1
10/15/2022,CHEGUTU,1,1,2
10/16/2022,CHEGUTU,1,1,2
10/17/2022,CHEGUTU,2,1,3
10/20/2022,CHEGUTU,5,0,5
10/21/2022,CHEGUTU,1,4,5
10/23/2022,CHEGUTU,1,0,1
11/3/2022,CHEGUTU,2,0,2
11/9/2022,CHEGUTU,1,0,1
11/11/2022,CHEGUTU,1,1,2
11/17/2022,CHEGUTU,1,0,1
11/20/2022,CHEGUTU,1,0,1
11/23/2022,CHEGUTU,1,0,1
11/24/2022,CHEGUTU,1,1,2
11/29/2022,CHEGUTU,2,0,2
12/1/2022,CHEGUTU,1,1,2
12/2/2022,CHEGUTU,2,1,3
12/5/2022,CHEGUTU,6,0,6
12/7/2022,CHEGUTU,1,1,2
12/8/2022,CHEGUTU,1,1,2
12/10/2022,CHEGUTU,2,0,2
12/11/2022,CHEGUTU,1,1,2
12/12/2022,CHEGUTU,1,1,2
12/19/2022,CHEGUTU,1,0,1
12/20/2022,CHEGUTU,3,1,4
12/21/2022,CHEGUTU,1,4,5
12/25/2022,CHEGUTU,2,0,2
12/28/2022,CHEGUTU,1,0,1
12/29/2022,CHEGUTU,2,1,3
12/31/2022,CHEGUTU,1,0,1
1/1/2022,CHINHOYI BRANCH,3,3,6
1/3/2022,CHINHOYI BRANCH,4,0,4
1/4/2022,CHINHOYI BRANCH,5,3,8
1/6/2022,CHINHOYI BRANCH,5,1,6
1/7/2022,CHINHOYI BRANCH,4,2,6
1/11/2022,CHINHOYI BRANCH,3,0,3
1/13/2022,CHINHOYI BRANCH,2,0,2
1/14/2022,CHINHOYI BRANCH,3,2,5
1/15/2022,CHINHOYI BRANCH,3,1,4
1/16/2022,CHINHOYI BRANCH,3,3,6
1/17/2022,CHINHOYI BRANCH,3,3,6
1/18/2022,CHINHOYI BRANCH,7,2,9
1/19/2022,CHINHOYI BRANCH,4,4,8
1/20/2022,CHINHOYI BRANCH,5,2,7
1/21/2022,CHINHOYI BRANCH,2,2,4
1/22/2022,CHINHOYI BRANCH,2,1,3
1/24/2022,CHINHOYI BRANCH,2,1,3
1/26/2022,CHINHOYI BRANCH,3,0,3
1/27/2022,CHINHOYI BRANCH,3,2,5
1/29/2022,CHINHOYI BRANCH,3,2,5
1/30/2022,CHINHOYI BRANCH,3,3,6
1/31/2022,CHINHOYI BRANCH,4,3,7
2/1/2022,CHINHOYI BRANCH,5,3,8
2/2/2022,CHINHOYI BRANCH,3,3,6
2/3/2022,CHINHOYI BRANCH,3,5,8
2/4/2022,CHINHOYI BRANCH,2,5,7
2/6/2022,CHINHOYI BRANCH,2,3,5
2/7/2022,CHINHOYI BRANCH,2,2,4
2/8/2022,CHINHOYI BRANCH,3,0,3
2/9/2022,CHINHOYI BRANCH,1,0,1
2/10/2022,CHINHOYI BRANCH,1,0,1
2/12/2022,CHINHOYI BRANCH,4,0,4
2/13/2022,CHINHOYI BRANCH,2,0,2
2/14/2022,CHINHOYI BRANCH,2,1,3
2/15/2022,CHINHOYI BRANCH,1,2,3
2/16/2022,CHINHOYI BRANCH,3,0,3
2/17/2022,CHINHOYI BRANCH,1,2,3
2/18/2022,CHINHOYI BRANCH,5,2,7
2/19/2022,CHINHOYI BRANCH,4,4,8
2/20/2022,CHINHOYI BRANCH,3,2,5
2/21/2022,CHINHOYI BRANCH,4,0,4
2/23/2022,CHINHOYI BRANCH,2,0,2
2/24/2022,CHINHOYI BRANCH,3,2,5
2/25/2022,CHINHOYI BRANCH,3,2,5
2/26/2022,CHINHOYI BRANCH,4,2,6
2/27/2022,CHINHOYI BRANCH,3,1,4
2/28/2022,CHINHOYI BRANCH,3,1,4
3/2/2022,CHINHOYI BRANCH,5,1,6
3/5/2022,CHINHOYI BRANCH,1,0,1
3/6/2022,CHINHOYI BRANCH,5,0,5
3/7/2022,CHINHOYI BRANCH,1,4,5
3/8/2022,CHINHOYI BRANCH,4,2,6
3/9/2022,CHINHOYI BRANCH,3,1,4
3/10/2022,CHINHOYI BRANCH,1,1,2
3/11/2022,CHINHOYI BRANCH,3,0,3
3/14/2022,CHINHOYI BRANCH,2,0,2
3/15/2022,CHINHOYI BRANCH,3,2,5
3/16/2022,CHINHOYI BRANCH,2,3,5
3/17/2022,CHINHOYI BRANCH,5,1,6
3/19/2022,CHINHOYI BRANCH,2,1,3
3/21/2022,CHINHOYI BRANCH,5,0,5
3/23/2022,CHINHOYI BRANCH,6,0,6
3/25/2022,CHINHOYI BRANCH,1,0,1
3/26/2022,CHINHOYI BRANCH,4,1,5
3/28/2022,CHINHOYI BRANCH,2,0,2
3/29/2022,CHINHOYI BRANCH,5,2,7
3/30/2022,CHINHOYI BRANCH,5,3,8
3/31/2022,CHINHOYI BRANCH,3,4,7
4/1/2022,CHINHOYI BRANCH,5,1,6
4/2/2022,CHINHOYI BRANCH,4,1,5
4/3/2022,CHINHOYI BRANCH,1,0,1
4/5/2022,CHINHOYI BRANCH,3,0,3
4/6/2022,CHINHOYI BRANCH,2,2,4
4/7/2022,CHINHOYI BRANCH,4,3,7
4/8/2022,CHINHOYI BRANCH,1,5,6
4/9/2022,CHINHOYI BRANCH,5,1,6
4/10/2022,CHINHOYI BRANCH,3,3,6
4/11/2022,CHINHOYI BRANCH,3,4,7
4/12/2022,CHINHOYI BRANCH,1,3,4
4/13/2022,CHINHOYI BRANCH,4,1,5
4/14/2022,CHINHOYI BRANCH,2,0,2
4/15/2022,CHINHOYI BRANCH,1,1,2
4/17/2022,CHINHOYI BRANCH,3,1,4
4/18/2022,CHINHOYI BRANCH,4,1,5
4/19/2022,CHINHOYI BRANCH,2,0,2
4/20/2022,CHINHOYI BRANCH,1,1,2
4/21/2022,CHINHOYI BRANCH,4,1,5
4/22/2022,CHINHOYI BRANCH,1,1,2
4/23/2022,CHINHOYI BRANCH,3,1,4
4/25/2022,CHINHOYI BRANCH,1,0,1
4/26/2022,CHINHOYI BRANCH,3,0,3
4/28/2022,CHINHOYI BRANCH,2,0,2
4/29/2022,CHINHOYI BRANCH,2,2,4
4/30/2022,CHINHOYI BRANCH,3,1,4
5/1/2022,CHINHOYI BRANCH,2,0,2
5/2/2022,CHINHOYI BRANCH,3,1,4
5/3/2022,CHINHOYI BRANCH,9,2,11
5/4/2022,CHINHOYI BRANCH,4,2,6
5/5/2022,CHINHOYI BRANCH,3,2,5
5/6/2022,CHINHOYI BRANCH,5,1,6
5/7/2022,CHINHOYI BRANCH,3,2,5
5/8/2022,CHINHOYI BRANCH,3,1,4
5/9/2022,CHINHOYI BRANCH,2,2,4
5/10/2022,CHINHOYI BRANCH,3,3,6
5/11/2022,CHINHOYI BRANCH,5,2,7
5/12/2022,CHINHOYI BRANCH,1,4,5
5/13/2022,CHINHOYI BRANCH,2,2,4
5/14/2022,CHINHOYI BRANCH,7,2,9
5/17/2022,CHINHOYI BRANCH,4,1,5
5/18/2022,CHINHOYI BRANCH,3,2,5
5/19/2022,CHINHOYI BRANCH,2,4,6
5/20/2022,CHINHOYI BRANCH,3,3,6
5/21/2022,CHINHOYI BRANCH,3,2,5
5/22/2022,CHINHOYI BRANCH,6,4,10
5/23/2022,CHINHOYI BRANCH,5,6,11
5/24/2022,CHINHOYI BRANCH,2,1,3
5/25/2022,CHINHOYI BRANCH,5,1,6
5/26/2022,CHINHOYI BRANCH,2,4,6
5/27/2022,CHINHOYI BRANCH,3,2,5
5/28/2022,CHINHOYI BRANCH,4,2,6
5/29/2022,CHINHOYI BRANCH,4,2,6
5/30/2022,CHINHOYI BRANCH,4,1,5
5/31/2022,CHINHOYI BRANCH,4,1,5
6/1/2022,CHINHOYI BRANCH,6,3,9
6/2/2022,CHINHOYI BRANCH,6,2,8
6/3/2022,CHINHOYI BRANCH,4,2,6
6/4/2022,CHINHOYI BRANCH,3,3,6
6/5/2022,CHINHOYI BRANCH,3,3,6
6/6/2022,CHINHOYI BRANCH,3,4,7
6/7/2022,CHINHOYI BRANCH,4,1,5
6/9/2022,CHINHOYI BRANCH,4,1,5
6/10/2022,CHINHOYI BRANCH,3,3,6
6/11/2022,CHINHOYI BRANCH,6,1,7
6/13/2022,CHINHOYI BRANCH,3,0,3
6/14/2022,CHINHOYI BRANCH,5,1,6
6/15/2022,CHINHOYI BRANCH,3,1,4
6/16/2022,CHINHOYI BRANCH,6,1,7
6/17/2022,CHINHOYI BRANCH,3,4,7
6/18/2022,CHINHOYI BRANCH,5,1,6
6/20/2022,CHINHOYI BRANCH,5,0,5
6/21/2022,CHINHOYI BRANCH,4,3,7
6/22/2022,CHINHOYI BRANCH,1,1,2
6/23/2022,CHINHOYI BRANCH,4,2,6
6/26/2022,CHINHOYI BRANCH,2,0,2
6/27/2022,CHINHOYI BRANCH,4,1,5
6/29/2022,CHINHOYI BRANCH,4,2,6
6/30/2022,CHINHOYI BRANCH,2,2,4
7/1/2022,CHINHOYI BRANCH,3,2,5
7/2/2022,CHINHOYI BRANCH,2,2,4
7/3/2022,CHINHOYI BRANCH,4,1,5
7/4/2022,CHINHOYI BRANCH,2,2,4
7/5/2022,CHINHOYI BRANCH,2,1,3
7/6/2022,CHINHOYI BRANCH,2,1,3
7/7/2022,CHINHOYI BRANCH,4,2,6
7/8/2022,CHINHOYI BRANCH,4,4,8
7/9/2022,CHINHOYI BRANCH,5,2,7
7/10/2022,CHINHOYI BRANCH,4,0,4
7/11/2022,CHINHOYI BRANCH,5,3,8
7/12/2022,CHINHOYI BRANCH,2,2,4
7/13/2022,CHINHOYI BRANCH,7,2,9
7/14/2022,CHINHOYI BRANCH,3,5,8
7/15/2022,CHINHOYI BRANCH,3,8,11
7/17/2022,CHINHOYI BRANCH,4,5,9
7/18/2022,CHINHOYI BRANCH,6,3,9
7/19/2022,CHINHOYI BRANCH,2,5,7
7/20/2022,CHINHOYI BRANCH,2,1,3
7/22/2022,CHINHOYI BRANCH,2,0,2
7/23/2022,CHINHOYI BRANCH,5,1,6
7/24/2022,CHINHOYI BRANCH,4,0,4
7/25/2022,CHINHOYI BRANCH,4,3,7
7/27/2022,CHINHOYI BRANCH,3,1,4
7/28/2022,CHINHOYI BRANCH,5,2,7
7/29/2022,CHINHOYI BRANCH,2,3,5
7/30/2022,CHINHOYI BRANCH,2,1,3
7/31/2022,CHINHOYI BRANCH,3,2,5
8/1/2022,CHINHOYI BRANCH,1,1,2
8/2/2022,CHINHOYI BRANCH,2,0,2
8/3/2022,CHINHOYI BRANCH,5,2,7
8/4/2022,CHINHOYI BRANCH,4,0,4
8/5/2022,CHINHOYI BRANCH,2,0,2
8/6/2022,CHINHOYI BRANCH,3,0,3
8/7/2022,CHINHOYI BRANCH,8,3,11
8/8/2022,CHINHOYI BRANCH,2,7,9
8/9/2022,CHINHOYI BRANCH,4,2,6
8/10/2022,CHINHOYI BRANCH,6,1,7
8/11/2022,CHINHOYI BRANCH,4,2,6
8/13/2022,CHINHOYI BRANCH,4,0,4
8/14/2022,CHINHOYI BRANCH,5,4,9
8/15/2022,CHINHOYI BRANCH,4,3,7
8/17/2022,CHINHOYI BRANCH,2,0,2
8/18/2022,CHINHOYI BRANCH,2,2,4
8/19/2022,CHINHOYI BRANCH,5,2,7
8/20/2022,CHINHOYI BRANCH,4,3,7
8/21/2022,CHINHOYI BRANCH,3,3,6
8/22/2022,CHINHOYI BRANCH,5,2,7
8/23/2022,CHINHOYI BRANCH,3,3,6
8/24/2022,CHINHOYI BRANCH,4,2,6
8/25/2022,CHINHOYI BRANCH,4,3,7
8/26/2022,CHINHOYI BRANCH,1,2,3
8/27/2022,CHINHOYI BRANCH,3,1,4
8/28/2022,CHINHOYI BRANCH,1,2,3
8/29/2022,CHINHOYI BRANCH,5,1,6
8/30/2022,CHINHOYI BRANCH,3,2,5
8/31/2022,CHINHOYI BRANCH,5,3,8
9/1/2022,CHINHOYI BRANCH,6,2,8
9/2/2022,CHINHOYI BRANCH,4,2,6
9/3/2022,CHINHOYI BRANCH,3,3,6
9/4/2022,CHINHOYI BRANCH,1,2,3
9/5/2022,CHINHOYI BRANCH,4,2,6
9/6/2022,CHINHOYI BRANCH,1,2,3
9/8/2022,CHINHOYI BRANCH,1,1,2
9/10/2022,CHINHOYI BRANCH,4,2,6
9/11/2022,CHINHOYI BRANCH,2,1,3
9/12/2022,CHINHOYI BRANCH,3,0,3
9/13/2022,CHINHOYI BRANCH,5,1,6
9/14/2022,CHINHOYI BRANCH,3,4,7
9/15/2022,CHINHOYI BRANCH,6,1,7
9/16/2022,CHINHOYI BRANCH,1,2,3
9/17/2022,CHINHOYI BRANCH,6,1,7
9/19/2022,CHINHOYI BRANCH,2,0,2
9/20/2022,CHINHOYI BRANCH,1,1,2
9/21/2022,CHINHOYI BRANCH,5,0,5
9/22/2022,CHINHOYI BRANCH,3,1,4
9/23/2022,CHINHOYI BRANCH,2,1,3
9/24/2022,CHINHOYI BRANCH,4,2,6
9/26/2022,CHINHOYI BRANCH,2,1,3
9/27/2022,CHINHOYI BRANCH,4,0,4
9/28/2022,CHINHOYI BRANCH,2,2,4
9/29/2022,CHINHOYI BRANCH,5,2,7
10/1/2022,CHINHOYI BRANCH,4,0,4
10/2/2022,CHINHOYI BRANCH,5,1,6
10/5/2022,CHINHOYI BRANCH,4,0,4
10/6/2022,CHINHOYI BRANCH,3,1,4
10/7/2022,CHINHOYI BRANCH,2,2,4
10/8/2022,CHINHOYI BRANCH,4,2,6
10/10/2022,CHINHOYI BRANCH,5,0,5
10/11/2022,CHINHOYI BRANCH,3,2,5
10/12/2022,CHINHOYI BRANCH,3,1,4
10/13/2022,CHINHOYI BRANCH,4,1,5
10/14/2022,CHINHOYI BRANCH,4,4,8
10/15/2022,CHINHOYI BRANCH,2,3,5
10/16/2022,CHINHOYI BRANCH,1,2,3
10/18/2022,CHINHOYI BRANCH,4,2,6
10/19/2022,CHINHOYI BRANCH,2,3,5
10/20/2022,CHINHOYI BRANCH,5,2,7
10/21/2022,CHINHOYI BRANCH,2,4,6
10/22/2022,CHINHOYI BRANCH,3,2,5
10/24/2022,CHINHOYI BRANCH,3,0,3
10/25/2022,CHINHOYI BRANCH,3,2,5
10/26/2022,CHINHOYI BRANCH,5,1,6
10/27/2022,CHINHOYI BRANCH,2,1,3
10/28/2022,CHINHOYI BRANCH,3,1,4
10/29/2022,CHINHOYI BRANCH,1,1,2
10/30/2022,CHINHOYI BRANCH,1,0,1
10/31/2022,CHINHOYI BRANCH,1,0,1
11/3/2022,CHINHOYI BRANCH,1,0,1
11/4/2022,CHINHOYI BRANCH,1,1,2
11/5/2022,CHINHOYI BRANCH,3,2,5
11/6/2022,CHINHOYI BRANCH,3,3,6
11/7/2022,CHINHOYI BRANCH,5,2,7
11/8/2022,CHINHOYI BRANCH,3,2,5
11/9/2022,CHINHOYI BRANCH,3,2,5
11/10/2022,CHINHOYI BRANCH,1,2,3
11/11/2022,CHINHOYI BRANCH,3,2,5
11/12/2022,CHINHOYI BRANCH,2,4,6
11/13/2022,CHINHOYI BRANCH,3,2,5
11/14/2022,CHINHOYI BRANCH,3,1,4
11/15/2022,CHINHOYI BRANCH,3,1,4
11/16/2022,CHINHOYI BRANCH,3,2,5
11/17/2022,CHINHOYI BRANCH,4,2,6
11/18/2022,CHINHOYI BRANCH,2,1,3
11/19/2022,CHINHOYI BRANCH,2,3,5
11/20/2022,CHINHOYI BRANCH,3,2,5
11/21/2022,CHINHOYI BRANCH,6,2,8
11/22/2022,CHINHOYI BRANCH,2,5,7
11/23/2022,CHINHOYI BRANCH,4,2,6
11/24/2022,CHINHOYI BRANCH,2,2,4
11/25/2022,CHINHOYI BRANCH,4,1,5
11/26/2022,CHINHOYI BRANCH,2,3,5
11/28/2022,CHINHOYI BRANCH,1,0,1
11/29/2022,CHINHOYI BRANCH,4,1,5
11/30/2022,CHINHOYI BRANCH,5,3,8
12/1/2022,CHINHOYI BRANCH,3,0,3
12/2/2022,CHINHOYI BRANCH,2,0,2
12/3/2022,CHINHOYI BRANCH,1,1,2
12/4/2022,CHINHOYI BRANCH,4,0,4
12/6/2022,CHINHOYI BRANCH,4,0,4
12/8/2022,CHINHOYI BRANCH,1,1,2
12/9/2022,CHINHOYI BRANCH,3,0,3
12/10/2022,CHINHOYI BRANCH,1,0,1
12/11/2022,CHINHOYI BRANCH,2,0,2
12/12/2022,CHINHOYI BRANCH,1,1,2
12/13/2022,CHINHOYI BRANCH,2,1,3
12/14/2022,CHINHOYI BRANCH,6,1,7
12/15/2022,CHINHOYI BRANCH,4,4,8
12/16/2022,CHINHOYI BRANCH,2,3,5
12/17/2022,CHINHOYI BRANCH,2,1,3
12/18/2022,CHINHOYI BRANCH,3,1,4
12/19/2022,CHINHOYI BRANCH,2,2,4
12/21/2022,CHINHOYI BRANCH,4,0,4
12/22/2022,CHINHOYI BRANCH,2,1,3
12/23/2022,CHINHOYI BRANCH,1,1,2
12/24/2022,CHINHOYI BRANCH,3,1,4
12/25/2022,CHINHOYI BRANCH,2,2,4
12/26/2022,CHINHOYI BRANCH,3,1,4
12/27/2022,CHINHOYI BRANCH,3,1,4
12/28/2022,CHINHOYI BRANCH,3,2,5
12/29/2022,CHINHOYI BRANCH,3,3,6
12/30/2022,CHINHOYI BRANCH,1,1,2
1/1/2022,CHIREDZI,3,2,5
1/2/2022,CHIREDZI,2,3,5
1/3/2022,CHIREDZI,3,1,4
1/4/2022,CHIREDZI,2,2,4
1/6/2022,CHIREDZI,1,0,1
1/7/2022,CHIREDZI,5,1,6
1/10/2022,CHIREDZI,4,0,4
1/11/2022,CHIREDZI,2,2,4
1/12/2022,CHIREDZI,4,1,5
1/13/2022,CHIREDZI,3,4,7
1/14/2022,CHIREDZI,1,3,4
1/16/2022,CHIREDZI,2,0,2
1/18/2022,CHIREDZI,2,1,3
1/20/2022,CHIREDZI,3,1,4
1/22/2022,CHIREDZI,1,1,2
1/23/2022,CHIREDZI,2,1,3
1/26/2022,CHIREDZI,1,0,1
1/27/2022,CHIREDZI,2,1,3
1/28/2022,CHIREDZI,2,2,4
1/29/2022,CHIREDZI,2,0,2
1/31/2022,CHIREDZI,3,1,4
2/2/2022,CHIREDZI,2,0,2
2/5/2022,CHIREDZI,2,0,2
2/6/2022,CHIREDZI,2,1,3
2/9/2022,CHIREDZI,1,0,1
2/10/2022,CHIREDZI,1,1,2
2/11/2022,CHIREDZI,1,2,3
2/13/2022,CHIREDZI,4,0,4
2/16/2022,CHIREDZI,2,0,2
2/17/2022,CHIREDZI,4,1,5
2/18/2022,CHIREDZI,2,3,5
2/20/2022,CHIREDZI,1,2,3
2/21/2022,CHIREDZI,2,1,3
2/22/2022,CHIREDZI,2,1,3
2/23/2022,CHIREDZI,2,2,4
2/24/2022,CHIREDZI,2,2,4
2/26/2022,CHIREDZI,1,1,2
2/27/2022,CHIREDZI,2,1,3
2/28/2022,CHIREDZI,2,1,3
3/1/2022,CHIREDZI,2,2,4
3/2/2022,CHIREDZI,2,2,4
3/4/2022,CHIREDZI,2,2,4
3/5/2022,CHIREDZI,2,1,3
3/8/2022,CHIREDZI,2,0,2
3/9/2022,CHIREDZI,2,2,4
3/10/2022,CHIREDZI,3,3,6
3/14/2022,CHIREDZI,2,0,2
3/15/2022,CHIREDZI,2,2,4
3/17/2022,CHIREDZI,1,0,1
3/19/2022,CHIREDZI,1,0,1
3/20/2022,CHIREDZI,2,1,3
3/21/2022,CHIREDZI,1,0,1
3/22/2022,CHIREDZI,1,1,2
3/23/2022,CHIREDZI,1,2,3
3/24/2022,CHIREDZI,1,2,3
3/25/2022,CHIREDZI,3,2,5
3/26/2022,CHIREDZI,2,2,4
3/29/2022,CHIREDZI,2,0,2
3/30/2022,CHIREDZI,1,1,2
3/31/2022,CHIREDZI,2,1,3
4/1/2022,CHIREDZI,1,2,3
4/2/2022,CHIREDZI,3,2,5
4/3/2022,CHIREDZI,3,4,7
4/6/2022,CHIREDZI,2,0,2
4/7/2022,CHIREDZI,2,1,3
4/8/2022,CHIREDZI,3,1,4
4/11/2022,CHIREDZI,2,0,2
4/14/2022,CHIREDZI,3,0,3
4/18/2022,CHIREDZI,2,0,2
4/23/2022,CHIREDZI,1,0,1
4/24/2022,CHIREDZI,3,1,4
4/25/2022,CHIREDZI,3,1,4
4/26/2022,CHIREDZI,1,2,3
4/27/2022,CHIREDZI,3,1,4
4/28/2022,CHIREDZI,4,2,6
4/29/2022,CHIREDZI,1,3,4
4/30/2022,CHIREDZI,2,4,6
5/2/2022,CHIREDZI,1,1,2
5/3/2022,CHIREDZI,3,2,5
5/4/2022,CHIREDZI,2,2,4
5/6/2022,CHIREDZI,4,0,4
5/7/2022,CHIREDZI,1,4,5
5/8/2022,CHIREDZI,3,2,5
5/10/2022,CHIREDZI,2,3,5
5/13/2022,CHIREDZI,4,0,4
5/17/2022,CHIREDZI,2,0,2
5/21/2022,CHIREDZI,1,2,3
5/22/2022,CHIREDZI,3,2,5
5/24/2022,CHIREDZI,4,1,5
5/29/2022,CHIREDZI,2,0,2
5/30/2022,CHIREDZI,1,1,2
6/1/2022,CHIREDZI,5,0,5
6/2/2022,CHIREDZI,3,4,7
6/3/2022,CHIREDZI,1,5,6
6/4/2022,CHIREDZI,3,2,5
6/6/2022,CHIREDZI,2,1,3
6/7/2022,CHIREDZI,1,2,3
6/8/2022,CHIREDZI,1,1,2
6/9/2022,CHIREDZI,3,1,4
6/10/2022,CHIREDZI,1,1,2
6/11/2022,CHIREDZI,3,2,5
6/14/2022,CHIREDZI,1,1,2
6/16/2022,CHIREDZI,2,0,2
6/17/2022,CHIREDZI,4,1,5
6/18/2022,CHIREDZI,1,3,4
6/20/2022,CHIREDZI,2,1,3
6/21/2022,CHIREDZI,2,2,4
6/22/2022,CHIREDZI,1,2,3
6/23/2022,CHIREDZI,1,3,4
6/25/2022,CHIREDZI,1,0,1
6/26/2022,CHIREDZI,1,1,2
6/28/2022,CHIREDZI,3,0,3
6/29/2022,CHIREDZI,2,1,3
7/2/2022,CHIREDZI,1,0,1
7/3/2022,CHIREDZI,5,1,6
7/6/2022,CHIREDZI,1,1,2
7/7/2022,CHIREDZI,4,1,5
7/8/2022,CHIREDZI,1,4,5
7/10/2022,CHIREDZI,2,1,3
7/11/2022,CHIREDZI,3,1,4
7/14/2022,CHIREDZI,4,1,5
7/15/2022,CHIREDZI,3,4,7
7/17/2022,CHIREDZI,2,1,3
7/18/2022,CHIREDZI,1,2,3
7/20/2022,CHIREDZI,4,0,4
7/21/2022,CHIREDZI,2,3,5
7/22/2022,CHIREDZI,2,2,4
7/24/2022,CHIREDZI,3,0,3
7/25/2022,CHIREDZI,2,2,4
7/26/2022,CHIREDZI,2,2,4
7/27/2022,CHIREDZI,3,1,4
7/31/2022,CHIREDZI,1,0,1
8/1/2022,CHIREDZI,5,1,6
8/3/2022,CHIREDZI,3,2,5
8/4/2022,CHIREDZI,2,3,5
8/8/2022,CHIREDZI,5,0,5
8/9/2022,CHIREDZI,2,1,3
8/12/2022,CHIREDZI,3,0,3
8/13/2022,CHIREDZI,4,2,6
8/14/2022,CHIREDZI,1,5,6
8/17/2022,CHIREDZI,2,0,2
8/19/2022,CHIREDZI,1,0,1
8/21/2022,CHIREDZI,1,0,1
8/24/2022,CHIREDZI,3,1,4
8/25/2022,CHIREDZI,2,2,4
8/26/2022,CHIREDZI,3,3,6
8/27/2022,CHIREDZI,2,4,6
8/29/2022,CHIREDZI,1,0,1
8/31/2022,CHIREDZI,1,1,2
9/1/2022,CHIREDZI,3,1,4
9/2/2022,CHIREDZI,1,2,3
9/3/2022,CHIREDZI,1,2,3
9/4/2022,CHIREDZI,2,2,4
9/7/2022,CHIREDZI,1,0,1
9/9/2022,CHIREDZI,2,1,3
9/10/2022,CHIREDZI,2,1,3
9/11/2022,CHIREDZI,4,3,7
9/13/2022,CHIREDZI,2,2,4
9/16/2022,CHIREDZI,2,0,2
9/18/2022,CHIREDZI,3,1,4
9/19/2022,CHIREDZI,1,1,2
9/20/2022,CHIREDZI,2,1,3
9/21/2022,CHIREDZI,1,1,2
9/25/2022,CHIREDZI,3,0,3
9/27/2022,CHIREDZI,2,0,2
9/28/2022,CHIREDZI,4,2,6
9/29/2022,CHIREDZI,1,3,4
9/30/2022,CHIREDZI,1,3,4
10/1/2022,CHIREDZI,3,1,4
10/4/2022,CHIREDZI,2,0,2
10/5/2022,CHIREDZI,2,2,4
10/6/2022,CHIREDZI,1,0,1
10/7/2022,CHIREDZI,3,1,4
10/8/2022,CHIREDZI,1,4,5
