thisDate,branch name,new files,existing files,Total files
10/9/2022,CHIREDZI,2,2,4
10/10/2022,CHIREDZI,2,1,3
10/11/2022,CHIREDZI,3,3,6
10/13/2022,CHIREDZI,2,1,3
10/15/2022,CHIREDZI,2,0,2
10/18/2022,CHIREDZI,3,0,3
10/19/2022,CHIREDZI,2,1,3
10/21/2022,CHIREDZI,3,0,3
10/24/2022,CHIREDZI,3,0,3
10/25/2022,CHIREDZI,1,2,3
10/26/2022,CHIREDZI,3,3,6
10/27/2022,CHIREDZI,1,2,3
10/28/2022,CHIREDZI,2,1,3
10/30/2022,CHIREDZI,1,1,2
11/1/2022,CHIREDZI,2,1,3
11/3/2022,CHIREDZI,3,1,4
11/4/2022,CHIREDZI,4,1,5
11/5/2022,CHIREDZI,1,4,5
11/7/2022,CHIREDZI,2,0,2
11/9/2022,CHIREDZI,1,0,1
11/10/2022,CHIREDZI,3,1,4
11/11/2022,CHIREDZI,2,3,5
11/14/2022,CHIREDZI,1,1,2
11/15/2022,CHIREDZI,1,2,3
11/16/2022,CHIREDZI,1,3,4
11/17/2022,CHIREDZI,2,3,5
11/19/2022,CHIREDZI,3,2,5
11/20/2022,CHIREDZI,3,3,6
11/21/2022,CHIREDZI,2,2,4
11/22/2022,CHIREDZI,6,2,8
11/25/2022,CHIREDZI,1,0,1
11/26/2022,CHIREDZI,4,1,5
11/29/2022,CHIREDZI,2,1,3
11/30/2022,CHIREDZI,3,1,4
12/1/2022,CHIREDZI,2,2,4
12/4/2022,CHIREDZI,1,0,1
12/6/2022,CHIREDZI,3,0,3
12/7/2022,CHIREDZI,1,2,3
12/8/2022,CHIREDZI,2,2,4
12/9/2022,CHIREDZI,3,3,6
12/10/2022,CHIREDZI,2,4,6
12/12/2022,CHIREDZI,2,2,4
12/13/2022,CHIREDZI,2,3,5
12/14/2022,CHIREDZI,1,4,5
12/15/2022,CHIREDZI,4,2,6
12/16/2022,CHIREDZI,4,6,10
12/17/2022,CHIREDZI,2,6,8
12/18/2022,CHIREDZI,1,3,4
12/19/2022,CHIREDZI,2,1,3
12/20/2022,CHIREDZI,2,2,4
12/22/2022,CHIREDZI,2,0,2
12/25/2022,CHIREDZI,2,1,3
12/26/2022,CHIREDZI,6,2,8
12/27/2022,CHIREDZI,1,5,6
12/28/2022,CHIREDZI,2,4,6
12/29/2022,CHIREDZI,2,2,4
12/30/2022,CHIREDZI,2,2,4
1/1/2022,CHITUNGWIZA ,2,2,4
1/2/2022,CHITUNGWIZA ,6,4,10
1/3/2022,CHITUNGWIZA ,2,4,6
1/4/2022,CHITUNGWIZA ,5,4,9
1/5/2022,CHITUNGWIZA ,5,4,9
1/6/2022,CHITUNGWIZA ,4,8,12
1/7/2022,CHITUNGWIZA ,1,7,8
1/8/2022,CHITUNGWIZA ,3,6,9
1/9/2022,CHITUNGWIZA ,2,6,8
1/10/2022,CHITUNGWIZA ,2,5,7
1/11/2022,CHITUNGWIZA ,1,5,6
1/12/2022,CHITUNGWIZA ,3,3,6
1/13/2022,CHITUNGWIZA ,6,4,10
1/14/2022,CHITUNGWIZA ,6,7,13
1/15/2022,CHITUNGWIZA ,4,7,11
1/16/2022,CHITUNGWIZA ,2,6,8
1/17/2022,CHITUNGWIZA ,2,6,8
1/18/2022,CHITUNGWIZA ,4,3,7
1/19/2022,CHITUNGWIZA ,8,4,12
1/20/2022,CHITUNGWIZA ,2,7,9
1/21/2022,CHITUNGWIZA ,4,3,7
1/22/2022,CHITUNGWIZA ,5,3,8
1/23/2022,CHITUNGWIZA ,4,6,10
1/24/2022,CHITUNGWIZA ,3,6,9
1/25/2022,CHITUNGWIZA ,4,4,8
1/26/2022,CHITUNGWIZA ,3,5,8
1/27/2022,CHITUNGWIZA ,3,5,8
1/29/2022,CHITUNGWIZA ,2,2,4
1/30/2022,CHITUNGWIZA ,1,1,2
1/31/2022,CHITUNGWIZA ,4,2,6
2/1/2022,CHITUNGWIZA ,5,4,9
2/2/2022,CHITUNGWIZA ,8,6,14
2/3/2022,CHITUNGWIZA ,6,6,12
2/4/2022,CHITUNGWIZA ,6,11,17
2/5/2022,CHITUNGWIZA ,2,7,9
2/6/2022,CHITUNGWIZA ,2,3,5
2/7/2022,CHITUNGWIZA ,3,2,5
2/8/2022,CHITUNGWIZA ,3,2,5
2/9/2022,CHITUNGWIZA ,3,3,6
2/10/2022,CHITUNGWIZA ,4,4,8
2/11/2022,CHITUNGWIZA ,4,4,8
2/12/2022,CHITUNGWIZA ,4,5,9
2/13/2022,CHITUNGWIZA ,2,5,7
2/14/2022,CHITUNGWIZA ,2,1,3
2/15/2022,CHITUNGWIZA ,6,2,8
2/16/2022,CHITUNGWIZA ,6,3,9
2/17/2022,CHITUNGWIZA ,3,7,10
2/18/2022,CHITUNGWIZA ,1,5,6
2/19/2022,CHITUNGWIZA ,5,3,8
2/20/2022,CHITUNGWIZA ,2,4,6
2/21/2022,CHITUNGWIZA ,3,3,6
2/22/2022,CHITUNGWIZA ,2,4,6
2/23/2022,CHITUNGWIZA ,2,4,6
2/24/2022,CHITUNGWIZA ,5,3,8
2/25/2022,CHITUNGWIZA ,2,2,4
2/26/2022,CHITUNGWIZA ,2,1,3
2/27/2022,CHITUNGWIZA ,3,2,5
2/28/2022,CHITUNGWIZA ,4,1,5
3/1/2022,CHITUNGWIZA ,6,3,9
3/2/2022,CHITUNGWIZA ,5,5,10
3/3/2022,CHITUNGWIZA ,3,4,7
3/4/2022,CHITUNGWIZA ,4,5,9
3/5/2022,CHITUNGWIZA ,2,4,6
3/6/2022,CHITUNGWIZA ,6,3,9
3/7/2022,CHITUNGWIZA ,4,7,11
3/8/2022,CHITUNGWIZA ,4,8,12
3/9/2022,CHITUNGWIZA ,5,8,13
3/12/2022,CHITUNGWIZA ,4,2,6
3/13/2022,CHITUNGWIZA ,5,5,10
3/14/2022,CHITUNGWIZA ,2,7,9
3/15/2022,CHITUNGWIZA ,4,6,10
3/16/2022,CHITUNGWIZA ,1,5,6
3/17/2022,CHITUNGWIZA ,5,3,8
3/18/2022,CHITUNGWIZA ,3,5,8
3/19/2022,CHITUNGWIZA ,1,5,6
3/20/2022,CHITUNGWIZA ,2,3,5
3/21/2022,CHITUNGWIZA ,7,3,10
3/22/2022,CHITUNGWIZA ,2,9,11
3/23/2022,CHITUNGWIZA ,1,5,6
3/24/2022,CHITUNGWIZA ,5,3,8
3/25/2022,CHITUNGWIZA ,7,4,11
3/27/2022,CHITUNGWIZA ,1,4,5
3/28/2022,CHITUNGWIZA ,2,3,5
3/29/2022,CHITUNGWIZA ,6,4,10
3/30/2022,CHITUNGWIZA ,6,8,14
3/31/2022,CHITUNGWIZA ,2,10,12
4/1/2022,CHITUNGWIZA ,5,7,12
4/2/2022,CHITUNGWIZA ,5,9,14
4/3/2022,CHITUNGWIZA ,2,9,11
4/4/2022,CHITUNGWIZA ,2,7,9
4/5/2022,CHITUNGWIZA ,4,4,8
4/6/2022,CHITUNGWIZA ,7,2,9
4/7/2022,CHITUNGWIZA ,2,5,7
4/8/2022,CHITUNGWIZA ,3,2,5
4/9/2022,CHITUNGWIZA ,2,4,6
4/10/2022,CHITUNGWIZA ,2,3,5
4/11/2022,CHITUNGWIZA ,5,3,8
4/12/2022,CHITUNGWIZA ,3,4,7
4/13/2022,CHITUNGWIZA ,4,5,9
4/14/2022,CHITUNGWIZA ,3,6,9
4/15/2022,CHITUNGWIZA ,2,1,3
4/16/2022,CHITUNGWIZA ,5,2,7
4/17/2022,CHITUNGWIZA ,4,6,10
4/18/2022,CHITUNGWIZA ,1,4,5
4/19/2022,CHITUNGWIZA ,1,3,4
4/20/2022,CHITUNGWIZA ,6,1,7
4/21/2022,CHITUNGWIZA ,4,6,10
4/22/2022,CHITUNGWIZA ,2,3,5
4/23/2022,CHITUNGWIZA ,4,3,7
4/24/2022,CHITUNGWIZA ,1,3,4
4/25/2022,CHITUNGWIZA ,5,2,7
4/26/2022,CHITUNGWIZA ,7,5,12
4/27/2022,CHITUNGWIZA ,1,7,8
4/28/2022,CHITUNGWIZA ,8,3,11
4/29/2022,CHITUNGWIZA ,3,6,9
4/30/2022,CHITUNGWIZA ,1,6,7
5/1/2022,CHITUNGWIZA ,8,1,9
5/2/2022,CHITUNGWIZA ,4,6,10
5/3/2022,CHITUNGWIZA ,1,6,7
5/4/2022,CHITUNGWIZA ,3,1,4
5/5/2022,CHITUNGWIZA ,5,4,9
5/6/2022,CHITUNGWIZA ,2,6,8
5/7/2022,CHITUNGWIZA ,3,2,5
5/8/2022,CHITUNGWIZA ,6,3,9
5/9/2022,CHITUNGWIZA ,2,5,7
5/10/2022,CHITUNGWIZA ,3,2,5
5/11/2022,CHITUNGWIZA ,6,4,10
5/12/2022,CHITUNGWIZA ,5,7,12
5/13/2022,CHITUNGWIZA ,6,4,10
5/14/2022,CHITUNGWIZA ,7,5,12
5/15/2022,CHITUNGWIZA ,4,6,10
5/16/2022,CHITUNGWIZA ,4,4,8
5/17/2022,CHITUNGWIZA ,4,5,9
5/19/2022,CHITUNGWIZA ,3,1,4
5/20/2022,CHITUNGWIZA ,2,3,5
5/21/2022,CHITUNGWIZA ,2,1,3
5/22/2022,CHITUNGWIZA ,5,2,7
5/23/2022,CHITUNGWIZA ,2,4,6
5/24/2022,CHITUNGWIZA ,1,2,3
5/25/2022,CHITUNGWIZA ,4,1,5
5/26/2022,CHITUNGWIZA ,9,4,13
5/27/2022,CHITUNGWIZA ,3,11,14
5/28/2022,CHITUNGWIZA ,3,10,13
5/29/2022,CHITUNGWIZA ,4,6,10
5/30/2022,CHITUNGWIZA ,4,4,8
5/31/2022,CHITUNGWIZA ,3,4,7
6/1/2022,CHITUNGWIZA ,5,1,6
6/2/2022,CHITUNGWIZA ,2,2,4
6/3/2022,CHITUNGWIZA ,4,3,7
6/4/2022,CHITUNGWIZA ,5,6,11
6/5/2022,CHITUNGWIZA ,5,6,11
6/6/2022,CHITUNGWIZA ,2,6,8
6/7/2022,CHITUNGWIZA ,3,2,5
6/8/2022,CHITUNGWIZA ,5,3,8
6/9/2022,CHITUNGWIZA ,3,5,8
6/10/2022,CHITUNGWIZA ,6,4,10
6/11/2022,CHITUNGWIZA ,5,8,13
6/12/2022,CHITUNGWIZA ,4,7,11
6/13/2022,CHITUNGWIZA ,1,8,9
6/14/2022,CHITUNGWIZA ,5,2,7
6/15/2022,CHITUNGWIZA ,4,4,8
6/16/2022,CHITUNGWIZA ,4,6,10
6/17/2022,CHITUNGWIZA ,2,7,9
6/19/2022,CHITUNGWIZA ,5,2,7
6/20/2022,CHITUNGWIZA ,4,5,9
6/21/2022,CHITUNGWIZA ,4,5,9
6/22/2022,CHITUNGWIZA ,2,3,5
6/23/2022,CHITUNGWIZA ,3,2,5
6/24/2022,CHITUNGWIZA ,4,4,8
6/25/2022,CHITUNGWIZA ,5,6,11
6/26/2022,CHITUNGWIZA ,4,6,10
6/27/2022,CHITUNGWIZA ,3,7,10
6/28/2022,CHITUNGWIZA ,5,3,8
6/29/2022,CHITUNGWIZA ,6,4,10
6/30/2022,CHITUNGWIZA ,4,5,9
7/1/2022,CHITUNGWIZA ,4,5,9
7/2/2022,CHITUNGWIZA ,4,6,10
7/3/2022,CHITUNGWIZA ,5,5,10
7/4/2022,CHITUNGWIZA ,6,6,12
7/5/2022,CHITUNGWIZA ,4,8,12
7/6/2022,CHITUNGWIZA ,1,6,7
7/7/2022,CHITUNGWIZA ,6,2,8
7/8/2022,CHITUNGWIZA ,2,3,5
7/9/2022,CHITUNGWIZA ,5,2,7
7/10/2022,CHITUNGWIZA ,3,4,7
7/11/2022,CHITUNGWIZA ,2,3,5
7/12/2022,CHITUNGWIZA ,2,3,5
7/13/2022,CHITUNGWIZA ,9,3,12
7/14/2022,CHITUNGWIZA ,1,11,12
7/15/2022,CHITUNGWIZA ,7,2,9
7/16/2022,CHITUNGWIZA ,4,7,11
7/17/2022,CHITUNGWIZA ,2,3,5
7/18/2022,CHITUNGWIZA ,2,4,6
7/19/2022,CHITUNGWIZA ,10,3,13
7/20/2022,CHITUNGWIZA ,7,9,16
7/21/2022,CHITUNGWIZA ,3,9,12
7/22/2022,CHITUNGWIZA ,3,3,6
7/23/2022,CHITUNGWIZA ,5,4,9
7/24/2022,CHITUNGWIZA ,5,2,7
7/26/2022,CHITUNGWIZA ,1,2,3
7/27/2022,CHITUNGWIZA ,3,1,4
7/28/2022,CHITUNGWIZA ,4,4,8
7/29/2022,CHITUNGWIZA ,4,3,7
7/30/2022,CHITUNGWIZA ,2,4,6
7/31/2022,CHITUNGWIZA ,4,1,5
8/1/2022,CHITUNGWIZA ,2,4,6
8/2/2022,CHITUNGWIZA ,6,3,9
8/3/2022,CHITUNGWIZA ,1,7,8
8/4/2022,CHITUNGWIZA ,7,3,10
8/5/2022,CHITUNGWIZA ,2,7,9
8/6/2022,CHITUNGWIZA ,3,5,8
8/7/2022,CHITUNGWIZA ,4,3,7
8/8/2022,CHITUNGWIZA ,6,3,9
8/9/2022,CHITUNGWIZA ,2,4,6
8/10/2022,CHITUNGWIZA ,4,4,8
8/11/2022,CHITUNGWIZA ,2,2,4
8/12/2022,CHITUNGWIZA ,6,1,7
8/13/2022,CHITUNGWIZA ,7,4,11
8/14/2022,CHITUNGWIZA ,5,8,13
8/15/2022,CHITUNGWIZA ,2,7,9
8/16/2022,CHITUNGWIZA ,1,4,5
8/17/2022,CHITUNGWIZA ,4,3,7
8/18/2022,CHITUNGWIZA ,3,4,7
8/19/2022,CHITUNGWIZA ,3,2,5
8/20/2022,CHITUNGWIZA ,4,4,8
8/21/2022,CHITUNGWIZA ,2,4,6
8/22/2022,CHITUNGWIZA ,2,3,5
8/23/2022,CHITUNGWIZA ,2,2,4
8/24/2022,CHITUNGWIZA ,4,3,7
8/25/2022,CHITUNGWIZA ,6,2,8
8/26/2022,CHITUNGWIZA ,6,4,10
8/27/2022,CHITUNGWIZA ,3,4,7
8/28/2022,CHITUNGWIZA ,7,3,10
8/29/2022,CHITUNGWIZA ,3,7,10
8/30/2022,CHITUNGWIZA ,7,5,12
8/31/2022,CHITUNGWIZA ,4,7,11
9/1/2022,CHITUNGWIZA ,3,5,8
9/2/2022,CHITUNGWIZA ,3,7,10
9/3/2022,CHITUNGWIZA ,3,5,8
9/4/2022,CHITUNGWIZA ,2,4,6
9/5/2022,CHITUNGWIZA ,1,1,2
9/6/2022,CHITUNGWIZA ,2,1,3
9/7/2022,CHITUNGWIZA ,5,2,7
9/8/2022,CHITUNGWIZA ,6,6,12
9/10/2022,CHITUNGWIZA ,3,5,8
9/11/2022,CHITUNGWIZA ,2,3,5
9/12/2022,CHITUNGWIZA ,1,3,4
9/13/2022,CHITUNGWIZA ,5,2,7
9/14/2022,CHITUNGWIZA ,1,4,5
9/15/2022,CHITUNGWIZA ,9,2,11
9/16/2022,CHITUNGWIZA ,2,7,9
9/17/2022,CHITUNGWIZA ,6,5,11
9/18/2022,CHITUNGWIZA ,2,4,6
9/19/2022,CHITUNGWIZA ,6,2,8
9/20/2022,CHITUNGWIZA ,5,5,10
9/21/2022,CHITUNGWIZA ,4,5,9
9/22/2022,CHITUNGWIZA ,2,3,5
9/23/2022,CHITUNGWIZA ,1,3,4
9/24/2022,CHITUNGWIZA ,5,1,6
9/25/2022,CHITUNGWIZA ,4,3,7
9/26/2022,CHITUNGWIZA ,5,5,10
9/27/2022,CHITUNGWIZA ,1,7,8
9/28/2022,CHITUNGWIZA ,7,4,11
9/29/2022,CHITUNGWIZA ,4,6,10
9/30/2022,CHITUNGWIZA ,4,5,9
10/1/2022,CHITUNGWIZA ,6,3,9
10/2/2022,CHITUNGWIZA ,4,6,10
10/3/2022,CHITUNGWIZA ,5,8,13
10/4/2022,CHITUNGWIZA ,5,4,9
10/6/2022,CHITUNGWIZA ,7,3,10
10/7/2022,CHITUNGWIZA ,1,7,8
10/8/2022,CHITUNGWIZA ,4,5,9
10/9/2022,CHITUNGWIZA ,7,5,12
10/10/2022,CHITUNGWIZA ,4,9,13
10/11/2022,CHITUNGWIZA ,4,5,9
10/12/2022,CHITUNGWIZA ,7,4,11
10/13/2022,CHITUNGWIZA ,2,6,8
10/14/2022,CHITUNGWIZA ,4,6,10
10/15/2022,CHITUNGWIZA ,2,3,5
10/16/2022,CHITUNGWIZA ,7,3,10
10/17/2022,CHITUNGWIZA ,2,6,8
10/18/2022,CHITUNGWIZA ,1,3,4
10/19/2022,CHITUNGWIZA ,6,2,8
10/20/2022,CHITUNGWIZA ,5,4,9
10/21/2022,CHITUNGWIZA ,2,5,7
10/22/2022,CHITUNGWIZA ,5,3,8
10/23/2022,CHITUNGWIZA ,3,5,8
10/24/2022,CHITUNGWIZA ,5,3,8
10/25/2022,CHITUNGWIZA ,5,3,8
10/26/2022,CHITUNGWIZA ,2,4,6
10/27/2022,CHITUNGWIZA ,2,2,4
10/28/2022,CHITUNGWIZA ,2,2,4
10/29/2022,CHITUNGWIZA ,1,2,3
10/30/2022,CHITUNGWIZA ,3,1,4
10/31/2022,CHITUNGWIZA ,8,3,11
11/1/2022,CHITUNGWIZA ,4,10,14
11/2/2022,CHITUNGWIZA ,2,7,9
11/3/2022,CHITUNGWIZA ,2,3,5
11/4/2022,CHITUNGWIZA ,4,4,8
11/5/2022,CHITUNGWIZA ,4,4,8
11/6/2022,CHITUNGWIZA ,2,3,5
11/7/2022,CHITUNGWIZA ,7,4,11
11/8/2022,CHITUNGWIZA ,2,8,10
11/9/2022,CHITUNGWIZA ,1,4,5
11/10/2022,CHITUNGWIZA ,5,2,7
11/11/2022,CHITUNGWIZA ,5,4,9
11/12/2022,CHITUNGWIZA ,4,5,9
11/13/2022,CHITUNGWIZA ,5,4,9
11/14/2022,CHITUNGWIZA ,4,7,11
11/15/2022,CHITUNGWIZA ,6,6,12
11/16/2022,CHITUNGWIZA ,3,7,10
11/17/2022,CHITUNGWIZA ,9,6,15
11/18/2022,CHITUNGWIZA ,4,11,15
11/19/2022,CHITUNGWIZA ,3,8,11
11/21/2022,CHITUNGWIZA ,5,0,5
11/22/2022,CHITUNGWIZA ,3,1,4
11/23/2022,CHITUNGWIZA ,2,2,4
11/24/2022,CHITUNGWIZA ,8,2,10
11/26/2022,CHITUNGWIZA ,4,2,6
11/27/2022,CHITUNGWIZA ,4,4,8
11/28/2022,CHITUNGWIZA ,2,7,9
11/29/2022,CHITUNGWIZA ,3,6,9
11/30/2022,CHITUNGWIZA ,3,4,7
12/1/2022,CHITUNGWIZA ,5,3,8
12/2/2022,CHITUNGWIZA ,2,5,7
12/3/2022,CHITUNGWIZA ,1,3,4
12/4/2022,CHITUNGWIZA ,1,2,3
12/5/2022,CHITUNGWIZA ,4,1,5
12/6/2022,CHITUNGWIZA ,6,3,9
12/7/2022,CHITUNGWIZA ,2,4,6
12/8/2022,CHITUNGWIZA ,1,2,3
12/9/2022,CHITUNGWIZA ,7,2,9
12/10/2022,CHITUNGWIZA ,1,7,8
12/11/2022,CHITUNGWIZA ,3,4,7
12/12/2022,CHITUNGWIZA ,4,4,8
12/13/2022,CHITUNGWIZA ,3,4,7
12/14/2022,CHITUNGWIZA ,4,4,8
12/15/2022,CHITUNGWIZA ,5,6,11
12/16/2022,CHITUNGWIZA ,3,6,9
12/17/2022,CHITUNGWIZA ,1,6,7
12/18/2022,CHITUNGWIZA ,2,1,3
12/19/2022,CHITUNGWIZA ,6,2,8
12/20/2022,CHITUNGWIZA ,2,4,6
12/21/2022,CHITUNGWIZA ,8,4,12
12/22/2022,CHITUNGWIZA ,3,10,13
12/23/2022,CHITUNGWIZA ,2,5,7
12/24/2022,CHITUNGWIZA ,3,0,3
12/25/2022,CHITUNGWIZA ,1,3,4
12/26/2022,CHITUNGWIZA ,4,1,5
12/27/2022,CHITUNGWIZA ,2,3,5
12/28/2022,CHITUNGWIZA ,5,3,8
12/29/2022,CHITUNGWIZA ,1,4,5
12/30/2022,CHITUNGWIZA ,8,2,10
12/31/2022,CHITUNGWIZA ,1,7,8
1/1/2022,CHIVHU,1,0,1
1/3/2022,CHIVHU,4,0,4
1/4/2022,CHIVHU,2,2,4
1/5/2022,CHIVHU,1,3,4
1/7/2022,CHIVHU,2,0,2
1/10/2022,CHIVHU,1,0,1
1/17/2022,CHIVHU,2,0,2
1/21/2022,CHIVHU,2,0,2
1/26/2022,CHIVHU,2,0,2
1/28/2022,CHIVHU,4,1,5
1/30/2022,CHIVHU,2,1,3
2/1/2022,CHIVHU,1,0,1
2/2/2022,CHIVHU,2,1,3
2/4/2022,CHIVHU,1,0,1
2/7/2022,CHIVHU,1,0,1
2/14/2022,CHIVHU,2,0,2
2/27/2022,CHIVHU,2,0,2
3/5/2022,CHIVHU,1,1,2
3/9/2022,CHIVHU,1,0,1
3/13/2022,CHIVHU,1,0,1
3/15/2022,CHIVHU,2,0,2
3/19/2022,CHIVHU,1,0,1
3/21/2022,CHIVHU,1,0,1
3/22/2022,CHIVHU,1,1,2
3/23/2022,CHIVHU,6,2,8
3/24/2022,CHIVHU,2,2,4
3/28/2022,CHIVHU,2,0,2
3/29/2022,CHIVHU,1,2,3
4/7/2022,CHIVHU,1,0,1
4/15/2022,CHIVHU,3,1,4
4/18/2022,CHIVHU,2,1,3
4/20/2022,CHIVHU,1,1,2
4/23/2022,CHIVHU,3,0,3
4/26/2022,CHIVHU,1,0,1
4/30/2022,CHIVHU,1,0,1
5/1/2022,CHIVHU,1,1,2
5/2/2022,CHIVHU,2,1,3
5/6/2022,CHIVHU,1,0,1
5/10/2022,CHIVHU,3,0,3
5/15/2022,CHIVHU,2,0,2
5/17/2022,CHIVHU,1,0,1
5/18/2022,CHIVHU,3,1,4
5/19/2022,CHIVHU,1,2,3
5/22/2022,CHIVHU,2,0,2
5/27/2022,CHIVHU,1,0,1
5/28/2022,CHIVHU,1,1,2
6/3/2022,CHIVHU,2,0,2
6/5/2022,CHIVHU,3,0,3
6/13/2022,CHIVHU,1,0,1
6/14/2022,CHIVHU,1,1,2
6/17/2022,CHIVHU,1,0,1
6/20/2022,CHIVHU,2,1,3
6/21/2022,CHIVHU,1,1,2
6/23/2022,CHIVHU,1,0,1
6/24/2022,CHIVHU,2,1,3
6/26/2022,CHIVHU,2,0,2
6/27/2022,CHIVHU,3,2,5
6/28/2022,CHIVHU,1,4,5
6/29/2022,CHIVHU,2,4,6
6/30/2022,CHIVHU,1,3,4
7/1/2022,CHIVHU,2,2,4
7/8/2022,CHIVHU,2,0,2
7/11/2022,CHIVHU,1,0,1
7/21/2022,CHIVHU,1,0,1
7/27/2022,CHIVHU,1,0,1
7/30/2022,CHIVHU,4,0,4
7/31/2022,CHIVHU,2,2,4
8/1/2022,CHIVHU,1,2,3
8/17/2022,CHIVHU,1,0,1
8/24/2022,CHIVHU,1,0,1
8/25/2022,CHIVHU,1,1,2
8/29/2022,CHIVHU,1,0,1
9/2/2022,CHIVHU,1,0,1
9/4/2022,CHIVHU,1,0,1
9/5/2022,CHIVHU,1,1,2
9/7/2022,CHIVHU,1,0,1
9/8/2022,CHIVHU,1,1,2
9/11/2022,CHIVHU,3,0,3
9/15/2022,CHIVHU,1,0,1
9/17/2022,CHIVHU,1,0,1
9/21/2022,CHIVHU,1,0,1
9/24/2022,CHIVHU,1,0,1
9/25/2022,CHIVHU,1,1,2
9/26/2022,CHIVHU,1,1,2
9/28/2022,CHIVHU,1,1,2
9/30/2022,CHIVHU,1,1,2
10/3/2022,CHIVHU,1,0,1
10/4/2022,CHIVHU,1,1,2
10/13/2022,CHIVHU,1,0,1
10/14/2022,CHIVHU,1,0,1
10/17/2022,CHIVHU,1,0,1
10/19/2022,CHIVHU,1,0,1
10/20/2022,CHIVHU,1,1,2
10/21/2022,CHIVHU,2,1,3
10/24/2022,CHIVHU,2,0,2
10/26/2022,CHIVHU,1,0,1
10/31/2022,CHIVHU,1,0,1
11/3/2022,CHIVHU,1,0,1
11/7/2022,CHIVHU,2,0,2
11/13/2022,CHIVHU,1,0,1
11/16/2022,CHIVHU,2,0,2
11/17/2022,CHIVHU,1,1,2
11/20/2022,CHIVHU,2,0,2
11/22/2022,CHIVHU,2,0,2
11/24/2022,CHIVHU,2,1,3
11/26/2022,CHIVHU,2,0,2
11/28/2022,CHIVHU,2,0,2
12/1/2022,CHIVHU,3,0,3
12/3/2022,CHIVHU,2,0,2
12/5/2022,CHIVHU,1,0,1
12/10/2022,CHIVHU,1,0,1
12/11/2022,CHIVHU,2,1,3
12/13/2022,CHIVHU,1,1,2
12/19/2022,CHIVHU,1,0,1
12/24/2022,CHIVHU,1,0,1
12/25/2022,CHIVHU,2,0,2
12/27/2022,CHIVHU,4,0,4
12/29/2022,CHIVHU,1,0,1
12/31/2022,CHIVHU,2,0,2
1/1/2022,GOKWE,2,0,2
1/3/2022,GOKWE,5,1,6
1/4/2022,GOKWE,2,4,6
1/5/2022,GOKWE,3,1,4
1/6/2022,GOKWE,1,1,2
1/7/2022,GOKWE,1,1,2
1/8/2022,GOKWE,1,2,3
1/9/2022,GOKWE,1,2,3
1/10/2022,GOKWE,3,3,6
1/12/2022,GOKWE,2,2,4
1/14/2022,GOKWE,3,0,3
1/15/2022,GOKWE,3,2,5
1/17/2022,GOKWE,6,0,6
1/18/2022,GOKWE,1,3,4
1/19/2022,GOKWE,2,0,2
1/21/2022,GOKWE,2,0,2
1/22/2022,GOKWE,2,0,2
1/24/2022,GOKWE,2,0,2
1/25/2022,GOKWE,2,1,3
1/26/2022,GOKWE,3,2,5
1/27/2022,GOKWE,3,3,6
1/28/2022,GOKWE,3,4,7
1/29/2022,GOKWE,4,1,5
1/30/2022,GOKWE,2,3,5
1/31/2022,GOKWE,2,1,3
2/1/2022,GOKWE,1,1,2
2/2/2022,GOKWE,3,1,4
2/9/2022,GOKWE,4,0,4
2/10/2022,GOKWE,1,1,2
2/12/2022,GOKWE,1,0,1
2/14/2022,GOKWE,2,0,2
2/15/2022,GOKWE,2,1,3
2/16/2022,GOKWE,2,1,3
2/17/2022,GOKWE,1,1,2
2/18/2022,GOKWE,2,1,3
2/20/2022,GOKWE,2,0,2
2/23/2022,GOKWE,1,0,1
2/24/2022,GOKWE,2,1,3
2/25/2022,GOKWE,2,2,4
2/26/2022,GOKWE,4,1,5
2/28/2022,GOKWE,4,0,4
3/2/2022,GOKWE,3,1,4
3/5/2022,GOKWE,3,0,3
3/6/2022,GOKWE,4,3,7
3/9/2022,GOKWE,1,1,2
3/10/2022,GOKWE,1,1,2
3/13/2022,GOKWE,2,1,3
3/14/2022,GOKWE,3,2,5
3/17/2022,GOKWE,2,1,3
3/24/2022,GOKWE,2,0,2
3/25/2022,GOKWE,2,1,3
3/27/2022,GOKWE,1,0,1
3/28/2022,GOKWE,2,1,3
4/1/2022,GOKWE,2,0,2
4/2/2022,GOKWE,2,2,4
4/4/2022,GOKWE,3,2,5
4/5/2022,GOKWE,2,2,4
4/7/2022,GOKWE,1,1,2
4/9/2022,GOKWE,3,0,3
4/10/2022,GOKWE,2,2,4
4/11/2022,GOKWE,3,2,5
4/13/2022,GOKWE,1,2,3
4/14/2022,GOKWE,1,1,2
4/15/2022,GOKWE,1,1,2
4/16/2022,GOKWE,2,1,3
4/17/2022,GOKWE,2,3,5
4/18/2022,GOKWE,2,3,5
4/19/2022,GOKWE,2,2,4
4/21/2022,GOKWE,2,1,3
4/22/2022,GOKWE,3,2,5
4/25/2022,GOKWE,1,1,2
4/26/2022,GOKWE,2,2,4
4/27/2022,GOKWE,2,1,3
4/30/2022,GOKWE,5,1,6
5/1/2022,GOKWE,1,1,2
5/2/2022,GOKWE,3,1,4
5/3/2022,GOKWE,1,3,4
5/6/2022,GOKWE,3,2,5
5/8/2022,GOKWE,4,1,5
5/10/2022,GOKWE,3,1,4
5/11/2022,GOKWE,3,1,4
